Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
108	397.93646	69.29542	560.18915	284.07828	76.34615	164.63234	77.52051	283.0373	9.209999	218000	-2.384186e-10	860.12	-0.030096283	-585.6013	0.8995738	0.015290192	0.219	4.0	1334.6278693675995
109	379.64172	58.86732	544.5649	283.20245	72.666664	170.00104	81.269035	283.0421	1.5376263	220000	-5.90086e-09	831.4294	-0.031499393	-642.6762	0.89953214	0.016608262	0.2185	4.0	1347.2010478973389
110	389.11755	74.604324	560.5113	255.83943	75.15385	158.43236	78.16013	281.53683	-3.2177472	222000	1.8328429e-08	1113.5579	-0.035365716	-821.7563	0.89948833	0.016833281	0.221	5.0	1360.000991821289
111	398.6089	57.936836	501.20102	303.89343	76.80769	163.30556	78.4128	280.4634	-19.239086	224000	-3.07709e-08	741.78033	-0.046102528	-560.91705	0.89955264	0.016225278	0.2825	5.0	1373.0010812282562
112	411.94266	117.231026	819.11127	277.2629	78.28	171.64786	78.53856	281.39648	5.233172	226000	-7.599592e-09	1631.8508	-0.036553018	-1010.76965	0.89950997	0.015955009	0.219	4.0	1385.7192077636719
113	391.26547	63.180115	553.54224	300.0209	75.84615	163.77278	81.16846	287.47083	-2.8408108	228000	2.4870038e-08	1180.6392	-0.027449178	-928.088	0.89953667	0.019155435	0.2205	4.0	1398.4770758152008
114	401.30466	115.384415	739.02356	263.5069	78.0	166.1976	78.465324	286.97037	-4.9441857	230000	-1.10045075e-08	1724.1521	-0.039978813	-1206.1451	0.8994238	0.015654836	0.2185	5.0	1411.396493434906
115	401.16946	97.00791	603.32697	237.40529	77.64	171.676	83.77967	290.49026	-27.442684	232000	5.4627655e-08	1720.3323	-0.045852084	-1381.2444	0.8993223	0.019057143	0.3085	6.0	1423.9730973243713
116	370.3351	91.041756	537.012	160.32495	72.44444	163.6125	83.21858	293.1759	-8.498636	234000	-1.23828645e-08	1357.3916	-0.04059182	-978.5437	0.899204	0.015412781	0.266	5.0	1436.7851557731628
117	383.13132	101.90057	817.4872	264.55603	73.296295	160.13763	82.20194	290.56754	-5.21649	236000	-4.3809414e-09	1424.3221	-0.05157032	-1002.05383	0.8990551	0.017398901	0.35	7.0	1449.8010711669922
118	402.59457	79.30966	568.8278	266.06775	76.28	170.26491	78.82161	295.516	8.841782	238000	3.539631e-08	933.467	-0.04106739	-687.33765	0.8989467	0.01950269	0.2405	5.0	1462.241049528122
119	408.02676	92.65233	743.7814	239.94637	81.75	165.19829	79.846405	296.8804	6.846016	240000	-1.9773841e-08	1498.0438	-0.03671921	-1125.5492	0.89872414	0.01978821	0.237	4.0	1474.8189764022827
120	406.21118	56.166397	539.29376	281.68167	80.291664	174.50179	87.223404	298.84097	-25.563297	242000	-1.7166137e-08	1084.6766	-0.032321032	-868.21027	0.8984412	0.021830399	0.261	4.0	1487.5584774017334
