Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
78	-168.96976	199.01245	-20.82629	-510.06088	357.25	-36.50678	11.094567	15.174307	-50.66252	158000	-0.159396	314.0836	-0.0011094064	-126.39897	0.90294343	-4.2915342e-09	2719.6567606925964
79	-39.362434	45.487507	8.000848	-142.45868	78.64286	-37.19147	12.466155	5.56899	-54.270054	160000	-0.117120065	336.05875	-0.0010275766	-122.71347	0.9027193	8.225441e-09	2754.0559089183807
80	-80.46846	150.18164	8.122182	-492.7928	182.6	-34.926884	13.472779	6.354548	-54.21018	162000	-0.1502463	447.82788	-0.0008841604	-167.6612	0.90250206	-2.861023e-09	2788.432859659195
81	-42.79854	36.350803	1.2840551	-130.18877	83.23077	-34.682274	13.635621	21.892132	-54.30433	164000	-0.15543236	323.23657	-0.001482904	-112.63959	0.9022806	4.172325e-09	2822.252825498581
82	-107.64201	161.37918	-7.435315	-580.5988	193.7	-36.59986	13.042576	7.908637	-54.2752	166000	-0.14187878	326.09628	-0.0009585619	-103.260544	0.90205437	-2.1219254e-08	2855.9326362609863
83	-46.633583	33.40614	18.307358	-114.28437	88.86667	-32.454567	11.950224	4.448067	-53.796104	168000	-0.15288807	278.57812	-0.0010947734	-138.56601	0.9018287	-2.3841857e-09	2889.439932823181
84	-102.402336	181.19621	10.054222	-532.87476	213.85715	-44.03215	13.101498	8.071647	-57.519592	170000	-0.12453207	240.14595	-0.0012450293	-80.58418	0.90159595	6.6757204e-09	2922.9555761814117
85	-128.23741	189.15086	15.017634	-577.002	220.14285	-35.285187	14.835119	6.7444677	-55.09841	172000	-0.12663692	573.46826	-0.0011772364	-235.14172	0.90137136	-3.0994416e-09	2956.7611944675446
86	-148.75348	173.06192	-7.0063133	-486.48734	266.6	-47.901253	7.696168	-4.8183093	-57.034283	174000	-0.15957661	362.89328	-0.0010078251	-121.54945	0.90114266	-4.7683715e-09	2989.551750421524
87	-36.796173	39.474518	11.088704	-134.17744	81.0	-34.798954	10.837922	8.155037	-50.349815	176000	-0.12601146	630.2104	-0.0006634891	-331.92206	0.90091044	-5.6028364e-09	3022.500810623169
88	-49.50609	106.73956	21.35116	-459.45264	114.94118	-27.22386	11.655233	6.357053	-45.72571	178000	-0.05485719	323.0222	-0.0008458607	-99.69595	0.900683	-1.0371208e-08	3056.42022895813
89	-81.17681	116.377106	11.887727	-415.55707	165.08333	-28.87046	12.71807	13.482691	-48.10448	180000	-0.123983465	464.2861	-0.001486443	-150.26114	0.9004651	8.106232e-09	3089.715759754181
90	-108.89856	157.02266	-2.7263763	-486.5333	239.42857	-32.163906	11.4614105	6.7616215	-49.75662	182000	-0.11343207	263.6892	-0.00075533986	-84.54619	0.90025383	-1.0490417e-08	3124.675684928894
91	-38.80868	27.935152	1.1991321	-91.144135	88.61539	-32.96095	12.172162	10.302824	-51.38472	184000	-0.11325653	198.57149	-0.00093615055	-70.49927	0.9000406	2.4199485e-08	3159.591379404068
92	-65.47696	68.8913	22.111008	-220.88676	123.125	-25.509733	7.9150405	8.930843	-47.496544	186000	-0.1310483	600.63293	-0.0010157526	-182.26547	0.8998293	1.26361845e-08	3194.003795862198
93	-46.671535	39.08756	1.5801525	-152.4817	110.09091	-33.76893	12.921769	16.123207	-55.476124	188000	-0.035189815	350.26245	-0.0008817576	-133.87148	0.8996162	7.867813e-09	3228.421411037445
94	-70.47114	132.66669	29.679634	-441.15012	170.8	-33.232353	15.26732	20.206427	-56.572487	190000	-0.09413526	378.2404	-0.001226753	-144.84868	0.8994193	1.168251e-08	3263.211635828018
95	-78.70309	129.17355	5.6086674	-486.19302	160.5	-31.945387	14.0593815	17.905205	-53.426422	192000	-0.08721869	384.43207	-0.0012990758	-112.682526	0.8992261	-1.3232231e-08	3297.7837641239166
96	-61.64096	118.972885	17.602776	-447.04205	145.33333	-30.257479	13.864246	29.413656	-52.105633	194000	-0.15497655	381.88098	-0.0012794286	-148.56317	0.89903903	-3.0875206e-08	3331.404658794403
97	-78.53179	153.95718	-3.7512186	-615.38153	140.78572	-31.579348	13.1148815	7.09447	-51.368748	196000	-0.10164127	480.12485	-0.0006910637	-139.70013	0.8988437	4.053116e-09	3364.8848457336426
98	-115.29905	173.75403	14.357715	-458.1278	244.6	-39.700306	10.567871	15.408352	-54.651485	198000	-0.15650706	291.50018	-0.0009818673	-105.75841	0.89864737	9.536743e-09	3398.183693408966
99	-75.87391	129.59706	6.8319435	-512.93195	152.0	-37.791653	7.140606	0.3514765	-51.531986	200000	-0.03989319	371.7705	-0.001015719	-186.38083	0.8984503	-2.1457671e-09	3432.0359013080597
100	-23.869501	29.811665	16.32361	-132.97144	63.033333	-21.563602	9.3284025	24.569134	-51.764923	202000	-0.04728286	375.11108	-0.00095562264	-142.9073	0.8982632	6.0796737e-09	3465.467230796814
101	-102.973366	155.07489	-12.874671	-411.1504	242.2	-33.15005	13.0948515	10.869907	-51.169483	204000	-0.16494243	223.97636	-0.001151219	-87.279785	0.8980847	-1.2397766e-08	3498.521035194397
102	-39.09323	47.548386	11.765852	-176.67879	90.23529	-23.605011	12.723158	11.91533	-51.28559	206000	-0.09543431	407.50687	-0.00087017566	-128.65689	0.89789665	1.5377998e-08	3529.2901573181152
